feature_set,model_or_ensemble,n_test,TP,FN,TN,FP,accuracy,precision,recall,f1,specificity,fnr,fpr,mcc,seed
modified,RF,2500,66,19,2404,11,0.988,0.8571428571428571,0.7764705882352941,0.8148148148148148,0.9954451345755694,0.2235294117647059,0.004554865424430642,0.8096845413417832,23
modified,KNN,2500,36,49,2405,10,0.9764,0.782608695652174,0.4235294117647059,0.549618320610687,0.9958592132505176,0.5764705882352941,0.004140786749482402,0.5655467127435485,23
modified,LR,2500,21,64,2409,6,0.972,0.7777777777777778,0.24705882352941178,0.37500000000000006,0.9975155279503105,0.7529411764705882,0.002484472049689441,0.4288298427259495,23
modified,GBC,2500,65,20,2405,10,0.988,0.8666666666666667,0.7647058823529411,0.8125,0.9958592132505176,0.23529411764705882,0.004140786749482402,0.8080121993944487,23
modified,Traditional Voting,2500,42,43,2412,3,0.9816,0.9333333333333333,0.49411764705882355,0.6461538461538462,0.9987577639751553,0.5058823529411764,0.0012422360248447205,0.6718513242961404,23
modified,OR-Logic,2500,71,14,2388,27,0.9836,0.7244897959183674,0.8352941176470589,0.7759562841530054,0.9888198757763975,0.16470588235294117,0.011180124223602485,0.7695835562527128,23
modified,SVM,2500,35,50,2409,6,0.9776,0.8536585365853658,0.4117647058823529,0.5555555555555556,0.9975155279503105,0.5882352941176471,0.002484472049689441,0.5840064028459485,24
modified,RF,2500,65,20,2408,7,0.9892,0.9027777777777778,0.7647058823529411,0.8280254777070064,0.9971014492753624,0.23529411764705882,0.002898550724637681,0.8255104760034294,24
modified,KNN,2500,37,48,2405,10,0.9768,0.7872340425531915,0.43529411764705883,0.5606060606060607,0.9958592132505176,0.5647058823529412,0.004140786749482402,0.5753101986724645,24
modified,LR,2500,26,59,2403,12,0.9716,0.6842105263157895,0.3058823529411765,0.4227642276422765,0.9950310559006211,0.6941176470588235,0.004968944099378882,0.44573193251617677,24
modified,GBC,2500,65,20,2405,10,0.988,0.8666666666666667,0.7647058823529411,0.8125,0.9958592132505176,0.23529411764705882,0.004140786749482402,0.8080121993944487,24
modified,Traditional Voting,2500,47,38,2409,6,0.9824,0.8867924528301887,0.5529411764705883,0.6811594202898551,0.9975155279503105,0.4470588235294118,0.002484472049689441,0.6925263086181197,24
modified,OR-Logic,2500,67,18,2390,25,0.9828,0.7282608695652174,0.788235294117647,0.7570621468926554,0.989648033126294,0.21176470588235294,0.010351966873706004,0.7487905220016869,24
modified,SVM,2500,32,53,2410,5,0.9768,0.8648648648648649,0.3764705882352941,0.5245901639344263,0.9979296066252588,0.6235294117647059,0.002070393374741201,0.5619155214949911,25
modified,RF,2500,68,17,2407,8,0.99,0.8947368421052632,0.8,0.84472049689441,0.9966873706004141,0.2,0.0033126293995859213,0.8409745615635068,25
modified,KNN,2500,31,54,2405,10,0.9744,0.7560975609756098,0.36470588235294116,0.49206349206349204,0.9958592132505176,0.6352941176470588,0.004140786749482402,0.5144942439640884,25
modified,LR,2500,23,62,2406,9,0.9716,0.71875,0.27058823529411763,0.39316239316239315,0.9962732919254659,0.7294117647058823,0.0037267080745341614,0.4302356864687936,25
modified,GBC,2500,71,14,2403,12,0.9896,0.8554216867469879,0.8352941176470589,0.8452380952380952,0.9950310559006211,0.16470588235294117,0.004968944099378882,0.8399218203245855,25
modified,Traditional Voting,2500,41,44,2411,4,0.9808,0.9111111111111111,0.4823529411764706,0.6307692307692309,0.998343685300207,0.5176470588235295,0.0016563146997929607,0.65525010550948,25
modified,OR-Logic,2500,72,13,2389,26,0.9844,0.7346938775510204,0.8470588235294118,0.7868852459016393,0.9892339544513458,0.15294117647058825,0.010766045548654244,0.780956488159267,25
modified,SVM,2500,36,49,2410,5,0.9784,0.8780487804878049,0.4235294117647059,0.5714285714285715,0.9979296066252588,0.5764705882352941,0.002070393374741201,0.6013844425664135,26
modified,RF,2500,62,23,2408,7,0.988,0.8985507246376812,0.7294117647058823,0.8051948051948051,0.9971014492753624,0.27058823529411763,0.002898550724637681,0.8037010271353675,26
modified,KNN,2500,37,48,2407,8,0.9776,0.8222222222222222,0.43529411764705883,0.5692307692307692,0.9966873706004141,0.5647058823529412,0.0033126293995859213,0.5888452303628391,26
modified,LR,2500,24,61,2403,12,0.9708,0.6666666666666666,0.2823529411764706,0.39669421487603307,0.9950310559006211,0.7176470588235294,0.004968944099378882,0.42196636073935667,26
modified,GBC,2500,64,21,2401,14,0.986,0.8205128205128205,0.7529411764705882,0.7852760736196318,0.9942028985507246,0.24705882352941178,0.005797101449275362,0.7788216512829339,26
modified,Traditional Voting,2500,43,42,2412,3,0.982,0.9347826086956522,0.5058823529411764,0.6564885496183206,0.9987577639751553,0.49411764705882355,0.0012422360248447205,0.6805085837275431,26
modified,OR-Logic,2500,71,14,2383,32,0.9816,0.6893203883495146,0.8352941176470589,0.7553191489361702,0.9867494824016563,0.16470588235294117,0.013250517598343685,0.7495666466181086,26
modified,SVM,2500,35,50,2408,7,0.9772,0.8333333333333334,0.4117647058823529,0.5511811023622047,0.9971014492753624,0.5882352941176471,0.002898550724637681,0.5765455284965919,27
modified,RF,2500,65,20,2408,7,0.9892,0.9027777777777778,0.7647058823529411,0.8280254777070064,0.9971014492753624,0.23529411764705882,0.002898550724637681,0.8255104760034294,27
modified,KNN,2500,34,51,2406,9,0.976,0.7906976744186046,0.4,0.53125,0.9962732919254659,0.6,0.0037267080745341614,0.5523648408558612,27
modified,LR,2500,25,60,2410,5,0.974,0.8333333333333334,0.29411764705882354,0.4347826086956522,0.9979296066252588,0.7058823529411765,0.002070393374741201,0.48608481372258877,27
modified,GBC,2500,62,23,2407,8,0.9876,0.8857142857142857,0.7294117647058823,0.7999999999999998,0.9966873706004141,0.27058823529411763,0.0033126293995859213,0.7976489414081807,27
modified,Traditional Voting,2500,49,36,2411,4,0.984,0.9245283018867925,0.5764705882352941,0.7101449275362318,0.998343685300207,0.4235294117647059,0.0016563146997929607,0.723170421570822,27
modified,OR-Logic,2500,67,18,2393,22,0.984,0.7528089887640449,0.788235294117647,0.7701149425287356,0.9908902691511388,0.21176470588235294,0.009109730848861283,0.762047207152226,27
modified,SVM,2500,25,60,2411,4,0.9744,0.8620689655172413,0.29411764705882354,0.4385964912280702,0.998343685300207,0.7058823529411765,0.0016563146997929607,0.4949953428650111,28
modified,RF,2500,61,24,2410,5,0.9884,0.9242424242424242,0.7176470588235294,0.8079470198675496,0.9979296066252588,0.2823529411764706,0.002070393374741201,0.8088946177657571,28
modified,KNN,2500,31,54,2409,6,0.976,0.8378378378378378,0.36470588235294116,0.5081967213114754,0.9975155279503105,0.6352941176470588,0.002484472049689441,0.5436370906350929,28
modified,LR,2500,22,63,2409,6,0.9724,0.7857142857142857,0.25882352941176473,0.3893805309734514,0.9975155279503105,0.7411764705882353,0.002484472049689441,0.44144801107973264,28
modified,GBC,2500,63,22,2409,6,0.9888,0.9130434782608695,0.7411764705882353,0.8181818181818181,0.9975155279503105,0.25882352941176473,0.002484472049689441,0.8171737368804872,28
modified,Traditional Voting,2500,40,45,2413,2,0.9812,0.9523809523809523,0.47058823529411764,0.6299212598425197,0.9991718426501035,0.5294117647058824,0.0008281573498964803,0.6624125498978477,28
modified,OR-Logic,2500,64,21,2398,17,0.9848,0.7901234567901234,0.7529411764705882,0.7710843373493975,0.9929606625258799,0.24705882352941178,0.007039337474120083,0.7634652328491781,28
modified,SVM,2500,21,64,2412,3,0.9732,0.875,0.24705882352941178,0.3853211009174312,0.9987577639751553,0.7529411764705882,0.0012422360248447205,0.4568759262274787,29
modified,RF,2500,63,22,2408,7,0.9884,0.9,0.7411764705882353,0.8129032258064517,0.9971014492753624,0.25882352941176473,0.002898550724637681,0.8110278233506192,29
modified,KNN,2500,22,63,2412,3,0.9736,0.88,0.25882352941176473,0.39999999999999997,0.9987577639751553,0.7411764705882353,0.0012422360248447205,0.46916406878589034,29
modified,LR,2500,16,69,2408,7,0.9696,0.6956521739130435,0.18823529411764706,0.2962962962962963,0.9971014492753624,0.8117647058823529,0.002898550724637681,0.3518055096855126,29
modified,GBC,2500,62,23,2411,4,0.9892,0.9393939393939394,0.7294117647058823,0.8211920529801323,0.998343685300207,0.27058823529411763,0.0016563146997929607,0.8226616307987368,29
modified,Traditional Voting,2500,33,52,2414,1,0.9788,0.9705882352941176,0.38823529411764707,0.5546218487394958,0.9995859213250518,0.611764705882353,0.00041407867494824016,0.6068251876570361,29
modified,OR-Logic,2500,68,17,2397,18,0.986,0.7906976744186046,0.8,0.7953216374269007,0.9925465838509316,0.2,0.007453416149068323,0.7880884637834512,29
modified,SVM,2500,30,55,2410,5,0.976,0.8571428571428571,0.35294117647058826,0.5,0.9979296066252588,0.6470588235294118,0.002070393374741201,0.5412186486481134,30
modified,RF,2500,60,25,2405,10,0.986,0.8571428571428571,0.7058823529411765,0.7741935483870968,0.9958592132505176,0.29411764705882354,0.004140786749482402,0.7708911775233038,30
modified,KNN,2500,29,56,2402,13,0.9724,0.6904761904761905,0.3411764705882353,0.4566929133858268,0.9946169772256729,0.6588235294117647,0.005383022774327122,0.47350510281508496,30
modified,LR,2500,21,64,2403,12,0.9696,0.6363636363636364,0.24705882352941178,0.3559322033898305,0.9950310559006211,0.7529411764705882,0.004968944099378882,0.38441747329977194,30
modified,GBC,2500,58,27,2405,10,0.9852,0.8529411764705882,0.6823529411764706,0.758169934640523,0.9958592132505176,0.3176470588235294,0.004140786749482402,0.7556094092868665,30
modified,Traditional Voting,2500,39,46,2410,5,0.9796,0.8863636363636364,0.4588235294117647,0.6046511627906976,0.9979296066252588,0.5411764705882353,0.002070393374741201,0.6295192991463985,30
modified,OR-Logic,2500,64,21,2384,31,0.9792,0.6736842105263158,0.7529411764705882,0.7111111111111111,0.9871635610766045,0.24705882352941178,0.012836438923395446,0.701522931066048,30
